Sno,Movie,Year,Certificate,Genre,Runtime,Rating,No.of.Ratings
1055,Kevvu Keka,2013,,Comedy            ,125,5.4,91
1076,Sukumarudu,2013,,Drama            ,160,5.3,88
1095,Malini 22,2013,,"Drama, Thriller            ",131,5.1,85
1121,D for Dopidi,2013,,"Comedy, Crime            ",0,5.8,81
1132,Mr. Pellikodukku,2013,U,"Comedy, Drama            ",150,5.2,79
1153,Om 3D,2013,UA,"Action, Thriller            ",107,5.5,76
1154,Action,2013,,Comedy            ,146,5,76
1204,Adda,2013,,Drama            ,0,6,68
1228,Okkadine,2013,,"Action, Romance            ",133,5.6,65
1245,Mantra 2,2013,,"Comedy, Crime, Horror            ",88,4.5,63
1246,Prema Ishq Kaadhal,2013,UA,Drama            ,140,6.8,63
1304,Jaffa,2013,,Comedy            ,160,4.8,57
1313,Aadu Magaadra Bujji,2013,,"Action, Comedy, Romance            ",141,5.9,56
2,1 - Nenokkadine,2014,UA,"Action, Thriller            ",170,8.1,42372
37,Race Gurram,2014,UA,"Action, Comedy            ",163,7.2,8183
49,Veeram,2014,U,Action            ,161,6.5,6661
51,Yevadu,2014,A,"Action, Thriller            ",165,5.6,6373
76,Kochadaiiyaan,2014,U,"Animation, Action            ",124,6.3,4694
90,Anjaan,2014,U,"Action, Musical, Thriller            ",166,5,3818
106,Aagadu,2014,UA,"Action, Comedy            ",165,5.4,3410
109,Drushyam,2014,U,"Crime, Drama, Family            ",150,8.3,3344
194,Govindudu Andari Vaadele,2014,,"Action, Drama            ",160,5.6,1815
214,Rabhasa,2014,A,"Action, Comedy            ",153,4.9,1568
242,Karthikeya,2014,,"Mystery, Thriller            ",113,7.4,1418
259,Pandavulu Pandavulu Thummeda,2014,,Comedy            ,156,6.4,1244
262,Oohalu Gusagusalade,2014,U,"Comedy, Romance            ",128,7.7,1234
263,Rowdy,2014,,"Action, Crime, Drama            ",109,6.4,1230
268,Anukshanam,2014,A,"Crime, Thriller            ",82,6.5,1189
277,Run Raja Run,2014,U/A,"Comedy, Drama            ",137,7.4,1131
308,Current Theega,2014,A,"Action, Comedy, Romance            ",128,5.6,978
324,Pooja,2014,UA,"Action, Drama            ",154,5,912
325,Naan Sigappu Manithan,2014,UA,"Action, Drama, Thriller            ",149,6.5,909
380,Oka Laila Kosam,2014,UA,"Comedy, Romance            ",150,6.1,749
409,Loukyam,2014,UA,"Action, Comedy            ",150,6.4,672
443,Heart Attack,2014,A,"Action, Romance            ",142,5.3,586
463,Erra Buss,2014,,"Comedy, Drama            ",140,6.2,548
560,Alludu Seenu,2014,A,"Action, Comedy            ",151,4.3,386
575,Mukunda,2014,UA,Family            ,142,5.7,367
588,Autonagar Surya,2014,A,"Action, Crime, Drama            ",157,5.6,345
595,Chinnadana Nee Kosam,2014,,"Drama, Romance            ",155,5.3,334
596,Hrudaya Kaleyam,2014,U,Comedy            ,114,5.7,334
598,Prathinidhi,2014,,"Drama, Thriller            ",150,7.4,331
617,Aaha Kalyanam,2014,UA,"Comedy, Romance            ",142,6,319
621,Yaan,2014,U,"Action, Thriller            ",153,3.5,317
624,Madhuram,2014,,"Drama, Fantasy, Romance            ",63,8.3,314
670,Pilla Nuvvu Leni Jeevitham,2014,A,"Action, Drama, Romance            ",160,6,276
693,Geethanjali,2014,A,"Comedy, Horror            ",135,6.3,259
739,Chandamama Kathalu,2014,,Drama            ,134,7.2,232
741,Rowdy Fellow,2014,,"Action, Romance            ",150,6.7,231
831,Anaamika,2014,,Thriller            ,145,5.6,167
883,Ra Ra Krishnayya,2014,,Romance            ,138,5.3,142
963,Kotha Janta,2014,,"Comedy, Drama            ",146,4.7,113
973,Jaihind 2,2014,U,Action            ,155,5.2,110
1031,Emo Gurram Egaravachu,2014,UA,Drama            ,144,5.6,95
1054,Ala Ela,2014,,"Comedy, Romance            ",132,7.3,91
1104,Rough,2014,,Romance            ,180,4.9,84
1105,Paathshala,2014,,Drama            ,117,7.3,84
1131,Brother of Bommali,2014,,"Action, Drama            ",160,5.8,79
1199,Lovers,2014,,Romance            ,130,6.6,69
1209,Brahma,2014,UA,"Action, Comedy, Drama            ",0,5.4,67
1227,Ice Cream 2,2014,A,"Horror, Thriller            ",87,3.6,65
1238,Joru,2014,,Comedy            ,140,5.6,64
1247,Galipatam,2014,A,Drama            ,135,5.7,63
1272,Basanti,2014,UA,Action            ,122,6.5,60
1281,Lakshmi Raave Maa Intiki,2014,,"Drama, Family, Romance            ",152,4.5,59
1323,Amrutham Chandamama Lo,2014,,"Adventure, Comedy, Fantasy            ",139,7.3,55
0,Bahubali: The Beginning,2015,UA,"Action, Drama            ",159,8.1,99114
21,MSG: The Messenger of God,2015,U,"Action, Comedy, Drama            ",197,5.9,11128
23,Srimanthudu,2015,UA,"Action, Drama            ",158,7.5,10778
35,MSG 2 the Messenger,2015,,"Comedy, Drama, Fantasy            ",134,6.7,8413
42,Yennai Arindhaal,2015,UA,"Action, Thriller            ",168,7.3,7746
47,Puli,2015,U,"Action, Adventure, Fantasy            ",155,4.4,7058
59,Temper,2015,UA,"Action, Drama            ",147,7.4,5524
78,OK Kanmani,2015,UA,Romance            ,139,7.4,4632
104,Gopala Gopala,2015,U,"Comedy, Drama, Fantasy            ",153,7.3,3433
107,Masss,2015,U,"Action, Comedy, Horror            ",151,6,3384
111,S/O Satyamurthy,2015,UA,"Action, Drama            ",162,6.9,3265
122,Bale Bale Magadivoy,2015,U,"Comedy, Romance            ",137,7.8,3073
129,Kanche,2015,UA,"Action, Drama, History            ",126,7.9,2755
135,Rudhramadevi,2015,UA,"Action, Biography, History            ",157,5.8,2607
138,Uttama Villain,2015,U,"Comedy, Drama            ",171,7.2,2566
180,Yevade Subramanyam,2015,U,"Adventure, Comedy, Drama            ",150,7.6,1944
193,Thoongaavanam,2015,UA,"Action, Thriller            ",128,7,1821
223,Bruce Lee: The Fighter,2015,UA,"Action, Comedy            ",151,5.5,1537
229,Kumari 21F,2015,A,"Drama, Romance            ",134,7.8,1492
256,Kanchana 2,2015,UA,"Comedy, Horror            ",166,5.5,1263
347,Malli Malli Idhi Rani Roju,2015,UA,"Musical, Romance            ",161,7.5,831
354,Dongata,2015,,Comedy            ,140,6.3,821
356,Dynamite,2015,,"Action, Thriller            ",142,6.6,813
382,Kick 2,2015,UA,"Action, Comedy, Romance            ",170,5.1,747
391,Pataas,2015,A,"Action, Comedy            ",127,6.7,727
397,Jayasurya,2015,U,"Action, Thriller            ",135,6,713
419,Mosagallaku Mosagadu,2015,,"Action, Comedy, Crime            ",127,6.2,639
422,Superstar Kidnap,2015,UA,Thriller            ,120,6.8,627
434,Bengal Tiger,2015,UA,"Action, Comedy            ",145,5.1,600
461,Size Zero,2015,U,"Comedy, Romance            ",125,5.4,556
467,Akhil,2015,UA,"Action, Fantasy            ",130,3.7,530
486,Subramanyam for Sale,2015,,Comedy            ,150,6,499
489,Dohchay,2015,,Action            ,138,5.9,497
542,Pandaga Chesko,2015,UA,"Action, Drama, Family            ",162,5.4,413
591,Surya vs. Surya,2015,,Drama            ,0,6.8,339
597,Mama Manchu Alludu Kanchu,2015,UA,"Action, Comedy            ",136,6.1,331
611,Jil,2015,A,Action            ,141,5.7,320
654,Loafer,2015,,"Action, Drama            ",134,5.2,289
676,Cinema Chupista Maava,2015,,Family            ,143,6.1,271
746,Bhale Manchi Roju,2015,,"Action, Romance            ",134,6.9,228
774,Raju Gari Gadhi,2015,UA,Horror            ,135,5,211
807,Asura,2015,,"Action, Drama            ",120,6.5,187
825,James Bond,2015,,"Action, Comedy            ",142,5.5,170
830,Singham123,2015,,"Action, Comedy            ",116,4.8,167
838,Janda Pai Kapiraju,2015,UA,"Action, Thriller            ",129,6.3,164
860,Courier Boy Kalyan,2015,,"Action, Romance, Thriller            ",145,5.4,154
938,Sankarabharanam,2015,,Comedy            ,154,4.8,121
976,Mard Ki Zabaan 2,2015,,"Action, Romance            ",142,3.7,109
1039,Rey,2015,,"Action, Music            ",168,5,94
1090,Jadoogadu,2015,,Action            ,151,5.5,86
1130,Luv U Alia,2015,UA,"Family, Romance            ",130,5.2,79
1144,Columbus,2015,UA,Comedy            ,127,6.9,78
1162,Jyothi Lakshmi,2015,,Drama            ,135,5.8,75
1179,Krishnamma Kalipindi Iddarini,2015,,"Drama, Romance            ",0,7.3,71
1188,Sher,2015,UA,Action            ,109,4.8,70
1219,Bandipotu,2015,,"Comedy, Crime, Drama            ",140,6.2,66
1301,Kerintha,2015,U,"Drama, Romance            ",141,6.5,57
1302,Tripura,2015,,"Comedy, Horror            ",151,5.7,57
1311,Avunu Part 2,2015,,"Horror, Thriller            ",198,4.9,56
1348,365 Days,2015,,"Drama, Romance            ",110,5.3,53
1363,Taskara,2015,U,Thriller            ,104,6.2,51
14,Theri,2016,U,"Action, Drama            ",157,7.1,12390
20,Kabali,2016,U,"Action, Crime, Drama            ",153,6.2,11156
33,Nannaku Prematho,2016,UA,"Action, Drama, Thriller            ",168,7.6,8589
48,Pulimurugan,2016,U,Action            ,161,6.8,6686
57,Janatha Garage,2016,UA,"Action, Drama            ",162,7.3,5562
62,Dhruva,2016,UA,"Action, Thriller            ",165,7.9,5346
65,Pelli Choopulu,2016,UA,"Comedy, Drama, Romance            ",125,8.2,5167
69,Ki & Ka,2016,UA,"Comedy, Romance            ",126,5.8,5083
83,Kshanam,2016,,Thriller            ,110,8.3,4231
84,Oopiri,2016,U,"Comedy, Drama            ",158,8,3927
87,Sarrainodu,2016,UA,"Action, Drama            ",159,6.4,3876
127,Anirudh,2016,U,"Action, Drama, Family            ",156,4.3,2785
167,Sardaar Gabbar Singh,2016,UA,"Action, Comedy            ",164,4.8,2178
186,A... Aa,2016,U,"Comedy, Romance            ",152,6.8,1892
190,Krishna Gaadi Veera Prema Gaadha,2016,UA,"Action, Comedy, Romance            ",148,7.5,1854
226,Nenu Sailaja,2016,UA,"Action, Comedy, Romance            ",155,6.9,1520
227,Gentleman,2016,U,"Mystery, Romance, Thriller            ",144,7.1,1518
265,Sokkali Mainor,2016,UA,"Comedy, Drama            ",145,6.4,1221
276,Kaashmora,2016,UA,"Action, Comedy, Fantasy            ",163,5.5,1131
279,Eedo Rakam Aado Rakam,2016,,"Comedy, Romance            ",129,7,1123
292,Ekkadiki Pothavu Chinnavada,2016,,"Comedy, Fantasy, Romance            ",140,7.5,1056
306,Kotigobba 2,2016,U,"Action, Drama, Thriller            ",162,6.5,987
310,Saahasam Swaasaga Saagipo,2016,,"Action, Romance            ",154,6.9,970
311,Premam,2016,UA,"Comedy, Drama, Romance            ",157,6.5,964
343,Express Raja,2016,,"Action, Comedy, Romance            ",150,7.1,851
377,Vismayam,2016,U,Drama            ,164,7.7,759
385,Shourya,2016,UA,"Romance, Thriller            ",124,6.9,733
393,Majnu,2016,UA,"Comedy, Drama, Romance            ",138,6.4,725
403,Killing Veerappan,2016,UA,"Action, Biography, Crime            ",151,7.3,697
444,Dictator,2016,UA,"Action, Drama            ",155,4.2,585
466,Appatlo Okadundevadu,2016,,Drama            ,125,7.8,536
504,Supreme Khiladi,2016,UA,"Action, Comedy            ",142,6.1,476
550,Hyper,2016,UA,"Action, Drama            ",144,5.7,400
604,Maalai Nerathu Mayakkam,2016,A,"Drama, Romance            ",123,6.4,328
629,Babu Bangaram,2016,UA,"Action, Comedy            ",150,5.4,311
659,Ism,2016,UA,Action            ,132,5.8,284
660,Abhinetri,2016,UA,"Comedy, Horror            ",127,6.1,284
687,Maruthu,2016,UA,"Action, Drama            ",146,5.2,263
697,Jaguar,2016,,Action            ,153,5.6,257
709,Mathangi,2016,UA,Horror            ,145,4.2,247
720,Jyo Achyutananda,2016,U,"Comedy, Drama, Romance            ",125,6.5,240
738,Vangaveeti,2016,A,"Action, Biography, Crime            ",142,6.2,232
755,Kalyana Vaibhogame,2016,U,"Comedy, Drama            ",158,6.8,221
805,Speedunnodu,2016,UA,"Comedy, Romance            ",120,4.6,188
866,Jayammu Nischayammuu Raa,2016,,Comedy            ,154,7.2,151
896,Oka Manasu,2016,U,"Drama, Musical, Romance            ",146,5.3,137
909,Nayaki,2016,A,"Comedy, Horror, Thriller            ",113,2.9,130
933,Okka Ammayi Thappa,2016,U,"Action, Drama, Romance            ",134,5.7,122
955,Thikka,2016,UA,"Action, Comedy            ",140,4.6,115
961,Guntur Talkies,2016,A,Comedy            ,158,5.8,114
1143,Chuttalabbayi,2016,UA,Action            ,135,6.1,78
1170,Savitri,2016,,"Comedy, Drama, Family            ",128,5.9,72
1196,Nagarahaavu,2016,UA,Fantasy            ,142,5.5,69
1197,Selfie Raja,2016,,Comedy            ,128,5.6,69
1198,Wish You Happy Breakup,2016,UA,"Comedy, Drama, Romance            ",107,7.4,69
1257,Garam,2016,UA,"Action, Romance            ",147,4.9,61
1258,Raja Cheyyi Vesthe,2016,,"Action, Romance, Thriller            ",144,5.7,61
1271,Naanna Nenu Naa Boyfriends,2016,UA,Family            ,140,4.5,60
1310,Terror,2016,UA,"Action, Thriller            ",130,7.1,56
1322,Intlo Dayyam Nakemi Bhayam,2016,,"Comedy, Horror            ",0,4.7,55
1324,Nirmala Convent,2016,UA,Romance            ,152,6.2,55
1337,Nandini Nursing Home,2016,,Comedy            ,152,7.2,54
1355,Krishnashtami,2016,,"Action, Comedy, Romance            ",160,5.2,52
1378,Seethamma Andalu Ramayya Sitralu,2016,,"Comedy, Romance            ",0,4.2,50
1396,Jakkanna,2016,,"Comedy, Drama            ",0,6.3,49
1,Baahubali 2: The Conclusion,2017,UA,"Action, Drama            ",167,8.2,71458
8,Arjun Reddy,2017,A,"Action, Drama, Romance            ",182,8.1,19419
19,The Ghazi Attack,2017,UA,"Action, Thriller, War            ",116,7.6,11191
24,Veer - Vivegam,2017,UA,"Action, Thriller            ",149,5.6,10399
32,Spyder,2017,UA,"Action, Thriller            ",155,6.6,8666
45,Bairavaa,2017,U,"Action, Thriller            ",169,5.9,7388
71,Singam 3,2017,U,"Action, Thriller            ",155,6.3,5068
73,Jai Lava Kusa,2017,UA,"Action, Drama            ",150,7,4872
108,Maanagaram,2017,UA,"Action, Thriller            ",137,8.1,3371
115,Fidaa,2017,U,"Drama, Romance            ",144,7.5,3154
119,Khaidi No 150,2017,UA,"Action, Drama            ",142,6,3107
121,Duvvada Jagannadham,2017,UA,"Action, Comedy            ",152,5.6,3087
163,Ezra,2017,U,"Horror, Mystery, Thriller            ",147,6.7,2243
169,Ninnu Kori,2017,U,"Comedy, Romance            ",137,7.6,2166
182,Katamarayudu,2017,UA,"Action, Comedy            ",146,5.7,1933
184,Gautamiputra Satakarni,2017,UA,"Action, History            ",131,6.5,1909
189,The House Next Door,2017,A,Horror            ,137,6.8,1865
210,Nenu Local,2017,UA,"Action, Comedy, Romance            ",150,6.4,1626
224,MCA Middle Class Abbayi,2017,UA,"Action, Comedy            ",144,5.8,1534
248,Raja The Great,2017,UA,"Action, Comedy            ",149,6.5,1321
274,Nene Raju Nene Mantri,2017,UA,"Action, Thriller            ",153,5.8,1144
289,Shatamanam Bhavati,2017,U,Drama            ,129,7,1077
293,Amazon Obhijaan,2017,UA,"Action, Adventure            ",140,4.7,1055
309,MalliRaava,2017,U,"Drama, Romance            ",129,8,973
317,PSV Garuda Vega,2017,UA,"Action, Drama            ",150,7.9,945
388,LIE,2017,UA,"Action, Thriller            ",145,5.9,730
392,Okkadu Migiladu,2017,UA,Action            ,141,7.2,725
395,Luck Unnodu,2017,,Comedy            ,118,5.6,724
399,Dora,2017,A,"Action, Horror, Thriller            ",139,5.3,704
401,Vunnadhi Okate Zindagi,2017,U,Drama            ,152,6.4,703
404,Gunturodu,2017,,"Action, Comedy            ",142,6.4,693
421,Raju Gari Gadhi 2,2017,UA,"Comedy, Horror, Thriller            ",117,5.3,633
427,Jaya Janaki Nayaka,2017,UA,"Action, Romance            ",149,5.1,617
431,Okka Kshanam,2017,UA,"Action, Romance, Thriller            ",150,7,603
438,Goutham Nanda,2017,UA,"Action, Drama            ",155,6.4,591
441,Mahanubhavudu,2017,UA,"Comedy, Drama, Romance            ",151,6.4,587
447,Rarandoi Veduka Chudham,2017,UA,"Action, Romance            ",145,5.6,581
453,Guru,2017,U,"Action, Drama, Sport            ",116,7.9,568
495,Paisa Vasool,2017,UA,"Action, Comedy            ",138,4.4,486
515,Yaman,2017,U,"Action, Drama, Thriller            ",152,6.2,456
516,Anando Brahma,2017,U,"Comedy, Horror            ",123,6.7,454
523,Mental Madhilo,2017,UA,"Comedy, Drama, Romance            ",142,7.4,433
561,Yuddham Sharanam,2017,UA,"Action, Thriller            ",141,6,385
568,Shamantakamani,2017,U,Drama            ,130,6.9,376
570,Keshava,2017,UA,"Action, Drama, Thriller            ",117,6.3,372
603,Jawaan,2017,UA,"Action, Thriller            ",134,4.7,329
737,Arjun Reddy,2017,UA,"Drama, Romance            ",143,5,232
769,Om Namo Venkatesaya,2017,U,"Biography, Fantasy            ",140,7.2,213
773,Mister,2017,UA,Drama            ,160,3.9,212
787,Oxygen,2017,UA,"Action, Thriller            ",156,5.5,201
798,Radha,2017,,"Action, Comedy, Romance            ",126,5.4,192
819,Kataka,2017,UA,"Horror, Thriller            ",107,7.5,173
895,Ami Thumi,2017,U,Comedy            ,125,6.6,137
932,Andhhagadu,2017,,Comedy            ,132,5.7,122
967,Kittu Unnadu Jagratha,2017,,Comedy            ,143,5.8,111
1046,Napoleon,2017,,"Drama, Mystery            ",119,7.4,93
1049,Idi Ma Prema Katha,2017,U,Romance            ,141,8.1,92
1050,Babu Baga Busy,2017,A,Comedy            ,126,6.4,92
1070,Snehamera Jeevitham,2017,A,Action            ,130,8.3,89
1110,Nakshatram,2017,UA,Action            ,167,4.3,83
1195,Patel S.I.R,2017,,Action            ,130,5.4,69
1225,Team 5,2017,U,"Adventure, Sport            ",101,4.4,65
1237,Next Nuvve,2017,A,Horror            ,142,5.8,64
1253,Balakrishnudu,2017,UA,"Action, Comedy, Romance            ",130,4.6,62
9,Rangasthalam,2018,UA,"Action, Drama            ",170,8.4,17559
12,Bharat Ane Nenu,2018,UA,"Action, Drama            ",173,7.7,14945
17,Sarkar,2018,UA,"Action, Drama            ",163,6.8,12003
30,Geetha Govindam,2018,UA,"Drama, Romance            ",142,7.7,8846
31,Mahanati,2018,U,"Biography, Drama            ",177,8.5,8732
44,Kaala,2018,,"Action, Drama            ",162,6.7,7494
46,Goodachari,2018,UA,"Action, Thriller            ",147,7.8,7120
52,Aravindha Sametha Veera Raghava,2018,UA,"Action, Drama            ",162,7.7,6371
67,Chekka Chivantha Vaanam,2018,UA,"Action, Crime, Drama            ",146,7.3,5127
68,Naa Peru Surya Na Illu India,2018,UA,"Action, Drama            ",163,6.8,5102
77,Thaanaa Serndha Koottam,2018,UA,"Action, Comedy, Crime            ",138,6.8,4658
96,C/o Kancharapalem,2018,UA,Drama            ,152,9,3699
113,Awe!,2018,UA,Thriller            ,150,7.8,3208
114,Yatra,2018,U,"Biography, Drama, Romance            ",127,8.2,3193
118,Odiyan,2018,U,"Action, Drama, Fantasy            ",167,5.5,3113
140,Agnyaathavaasi,2018,UA,"Action, Drama            ",158,4.5,2526
153,Taxiwaala,2018,Not Rated,"Comedy, Horror, Thriller            ",137,7,2368
159,Nota,2018,A,Drama            ,145,6.4,2309
160,U Turn,2018,UA,"Mystery, Thriller            ",128,7,2307
164,Bhaagamathie,2018,UA,"Action, Horror, Thriller            ",138,7,2217
171,Vishwaroopam 2,2018,,"Action, Thriller            ",145,5.9,2074
173,Tholi Prema,2018,UA,Romance            ,137,7.3,2058
183,Maari 2,2018,UA,"Action, Comedy            ",143,5.6,1925
185,Rx 100,2018,A,"Action, Drama, Romance            ",153,6.9,1897
213,Hello Guru Prema Kosame,2018,U,"Comedy, Romance            ",140,7.1,1569
225,Ee Nagaraniki Emaindi,2018,UA,"Comedy, Drama            ",122,7.9,1523
250,Sammohanam,2018,U,Romance            ,137,7.6,1308
264,Devadas,2018,UA,"Action, Comedy, Drama            ",159,6.7,1225
273,Savyasachi,2018,UA,Action            ,151,5.4,1144
294,Chi La Sow,2018,U,"Comedy, Romance            ",135,7.8,1054
303,Antariksham 9000 kmph,2018,U,"Adventure, Drama, Sci-Fi            ",140,6,994
340,Amar Akbar Anthony,2018,,Action            ,153,4.3,868
342,Krishnarjuna Yudham,2018,UA,"Action, Comedy            ",156,5.6,861
360,Chalo,2018,,"Action, Comedy, Family            ",145,6.4,796
367,Padi Padi Leche Manasu,2018,U,"Drama, Romance            ",158,6.4,778
383,Gayatri,2018,UA,"Drama, Family            ",125,6.5,746
394,Srinivasa Kalyanam,2018,U,"Drama, Family            ",140,6,724
413,Chal Mohan Ranga,2018,U,Romance            ,148,5.8,667
425,Shailaja Reddy Alludu,2018,UA,"Action, Comedy, Drama            ",147,5.1,621
426,Jamba Lakidi Pamba,2018,,"Comedy, Fantasy            ",141,6.6,619
432,Achari America Yathra,2018,UA,"Comedy, Family            ",135,5.8,603
451,Neevevaro,2018,,"Action, Romance, Thriller            ",130,6.9,570
452,Power Unlimited 2,2018,UA,Action            ,147,4.8,570
475,Nela Ticket,2018,UA,"Action, Drama            ",120,4.5,515
481,Jai Simha,2018,UA,"Action, Drama            ",159,4.7,510
510,Needi Naadi Oke Katha,2018,U,Drama            ,121,7.8,462
529,Hushaaru,2018,A,Comedy            ,140,6.9,426
534,Diya,2018,UA,"Drama, Horror, Thriller            ",122,5.7,420
565,Nannu Dochukunduvate,2018,,Romance            ,149,6.9,379
577,Kirrak Party,2018,UA,Comedy            ,165,5.7,361
594,Kavacham,2018,UA,"Action, Thriller            ",141,5.5,335
607,Subedar Joginder Singh,2018,UA,"Action, Biography, Drama            ",139,7.1,325
619,Officer,2018,UA,"Action, Crime            ",122,3.4,318
627,Saakshyam,2018,UA,Action            ,166,4.9,312
633,Pantham,2018,UA,Action            ,122,6.4,304
656,Tej I Love U,2018,U,Romance            ,122,5.4,288
702,Mehbooba,2018,UA,"Action, Drama, Romance            ",152,5.7,253
752,Veera Bhoga Vasantha Rayalu,2018,UA,"Crime, Thriller            ",132,6.7,224
772,Paper Boy,2018,,Romance            ,125,6.5,212
778,Dharma Bhai,2018,UA,"Action, Drama            ",130,3,205
796,MLA,2018,UA,"Action, Drama            ",130,5.2,194
809,@ Nartanasala,2018,Not Rated,Drama            ,139,3.7,185
812,Vijetha,2018,U,Drama            ,141,6.8,182
824,W/o Ram,2018,UA,Thriller            ,122,6,171
834,Rajaratha,2018,,"Action, Adventure, Comedy            ",139,5.2,166
857,Subrahmanyapuram,2018,UA,"Drama, Mystery, Thriller            ",133,5.5,155
868,Ye Mantram Vesave,2018,U,Drama            ,123,4,150
879,Bluff Master,2018,,"Crime, Thriller            ",138,6.5,143
880,Aatagadharaa Siva,2018,,"Action, Comedy, Drama            ",111,7.3,143
887,Silly Fellows,2018,U,Comedy            ,122,5.9,140
905,Desa dimmari,2018,,Romance            ,0,6.8,132
913,24 Kisses,2018,,Romance            ,140,4.9,129
914,Next Enti?,2018,UA,"Comedy, Drama, Romance            ",122,4.6,129
918,Naa Nuvve,2018,U,Romance            ,125,4.2,128
944,Ammammagarillu,2018,,Romance            ,156,5.4,120
945,Brand Babu,2018,U,Comedy            ,144,5.3,119
954,Aatagallu,2018,UA,"Action, Thriller            ",141,5.3,115
960,Raju Gadu,2018,,Family            ,130,5.3,114
1001,Idam Jagath,2018,UA,"Action, Thriller            ",126,5.5,103
1002,Happy Wedding,2018,U,Drama            ,128,4.3,103
1152,Manasuku Nachindhi,2018,,Romance            ,148,6.1,76
1203,Rangula Raatnam,2018,U,Romance            ,137,6.2,68
1269,Bhale Manchi Chowka Beram,2018,UA,"Comedy, Drama, Thriller            ",134,6.4,60
1270,Bhairava Geetha,2018,,Drama            ,119,5,60
1309,Rachayitha,2018,,Romance            ,122,7.2,56
1377,Adhugo,2018,UA,Drama            ,110,6.1,50
11,War,2019,UA,"Action, Thriller            ",154,6.5,17459
13,Saaho,2019,UA,"Action, Thriller            ",170,5.2,14430
28,Bigil,2019,UA,"Action, Drama, Sport            ",179,6.8,9337
34,Dabangg 3,2019,UA,"Action, Comedy            ",160,3.3,8542
36,Manikarnika: The Queen of Jhansi,2019,,"Action, Biography, Drama            ",148,6.4,8227
54,Jersey,2019,U,"Drama, Sport            ",157,8.6,6039
55,Sye Raa Narasimha Reddy,2019,UA,"Action, Adventure, Drama            ",167,7.5,5848
64,Maharshi,2019,UA,"Action, Drama            ",176,7.3,5197
72,Agent Sai Srinivasa Athreya,2019,UA,"Action, Comedy, Crime            ",148,8.5,4985
79,Dear Comrade,2019,UA,"Action, Drama, Romance            ",169,7.3,4575
105,Kaappaan,2019,UA,"Action, Thriller            ",166,6.4,3410
117,Evaru,2019,UA,"Crime, Drama, Thriller            ",118,8.2,3115
120,NGK,2019,U,"Action, Drama            ",148,6,3099
137,Majili,2019,UA,"Drama, Romance            ",154,7.2,2579
146,Vinaya Vidheya Rama,2019,UA,Action            ,146,3.3,2435
172,Oru Adaar Love,2019,UA,"Comedy, Romance            ",145,5.5,2059
174,Brochevarevarura,2019,U,Comedy            ,138,8,2053
177,Gang Leader,2019,UA,"Action, Comedy            ",155,7.6,2027
181,Mathu Vadalara,2019,UA,"Comedy, Crime, Thriller            ",130,8.3,1935
188,F2: Fun and Frustration,2019,UA,Comedy            ,148,6.2,1878
200,NTR: Kathanayakudu,2019,U,"Biography, Drama            ",169,5.7,1769
211,Oh Baby...,2019,U,"Comedy, Drama, Fantasy            ",161,7.4,1601
233,Chitralahari,2019,U,Drama            ,131,7.2,1481
239,iSmart Shankar,2019,A,"Action, Sci-Fi            ",140,5.5,1428
245,Pailwan,2019,UA,"Action, Drama, Sport            ",166,6.4,1364
249,Kadaram Kondan,2019,UA,"Action, Thriller            ",121,5.7,1311
296,Kanchana 3,2019,UA,"Action, Comedy, Horror            ",164,4.2,1034
316,NTR Mahanayakudu,2019,U,"Biography, Drama            ",128,5.4,946
318,Kurukshetra,2019,UA,"History, War            ",185,6.9,939
337,Rakshasudu,2019,UA,"Action, Crime, Thriller            ",122,8.2,875
349,Ayogya,2019,UA,"Action, Drama            ",146,6.1,829
365,Praana,2019,UA,"Crime, Drama, Horror            ",107,8.5,782
379,Gaddalakonda Ganesh,2019,UA,"Action, Thriller            ",130,6.6,752
381,Venky Mama,2019,UA,"Action, Comedy, Drama            ",149,5.5,748
390,Dev,2019,U,"Action, Adventure, Romance            ",157,4.8,727
405,Mr. Majnu,2019,UA,Romance            ,145,6.1,692
417,Mallesham,2019,,Biography            ,131,8.5,652
429,Pichhodu,2019,UA,Drama            ,0,9.5,605
442,118,2019,UA,"Action, Thriller            ",120,6.6,586
454,Kee,2019,UA,"Action, Thriller            ",138,5.1,567
464,Lakshmi's NTR,2019,U,Drama            ,152,6.9,537
471,Falaknuma Das,2019,A,"Action, Thriller            ",145,6.3,523
476,Prati Roju Pandaage,2019,U,"Drama, Family            ",146,6.2,515
485,George Reddy,2019,U,Action            ,153,7.2,500
494,Manmadhudu 2,2019,UA,"Comedy, Drama, Romance            ",155,4.8,489
518,Raja Vaaru Rani Gaaru,2019,UA,Romance            ,133,7.6,443
537,Mudra,2019,UA,"Action, Thriller            ",108,7,416
545,Seetha,2019,UA,Romance            ,161,4.7,405
574,Ranarangam,2019,UA,"Action, Drama            ",138,5.9,368
584,Raju Gari Gadhi 3,2019,UA,"Comedy, Horror, Thriller            ",122,6.7,353
637,Chanakya,2019,UA,"Action, Thriller            ",147,5.5,302
639,Jessie,2019,A,"Horror, Thriller            ",106,7,300
640,Ninu Veedani Needanu Nene,2019,U/A,Comedy            ,123,5.9,300
643,Meeku Matrame Chepta,2019,UA,Comedy            ,120,6.2,297
678,Hawaa,2019,UA,Crime            ,110,7,269
690,Evvarikee Cheppoddu,2019,U,Drama            ,133,7.3,261
